Sakaka,Hail,Madinah,Riyad,Jeddah,Albaha,Abha,Jazan,Najran,Dammam,Tabuk
7.9298,8.3064,7.6032,6.9499,7.116,6.9194,6.1891,5.3227,5.9837,6.5402,8.3064
7.9325,8.3969,7.3099,7.469,6.9888,7.3411,6.3271,5.5505,6.3614,6.8354,8.3969
8.389,8.2392,7.8782,7.0104,7.4911,7.0889,6.371,5.5318,4.9438,5.9323,8.2392
8.0722,8.1259,7.4482,6.2767,6.2798,6.9022,6.4411,4.7162,5.2889,5.7202,8.1259
8.071,7.9459,6.5527,7.1364,5.3566,3.3722,4.9949,6.0422,5.9717,6.3216,7.9459
7.8478,7.3812,6.3794,6.864,4.2401,4.1822,4.5475,4.9555,4.5557,6.6014,7.3812
8.0858,7.4842,6.5354,7.4623,6.6439,5.3494,3.4219,2.017,2.0678,6.6701,7.4842
7.6802,7.9385,7.015,7.1146,6.1171,6.7862,5.5589,3.0413,6.7766,6.348,7.9385
7.8749,7.9682,6.8642,6.731,6.221,6.1757,5.4202,5.8716,6.348,6.3386,7.9682
8.087,8.0983,7.1669,6.481,5.9551,5.1463,3.5071,5.1374,5.7024,6.1414,8.0983
7.7753,8.0268,6.9725,7.5487,5.4314,5.3916,5.9318,4.7527,6.0439,6.659,8.0268
7.8401,7.9351,7.427,7.0574,6.8302,6.5969,5.5927,5.1269,6.2887,6.4584,7.9351
7.3584,7.8744,7.1683,7.4237,7.165,5.9345,5.2541,4.8298,6.8693,6.7601,7.8744
7.775,7.6212,6.2522,7.7436,5.9858,5.7629,5.3177,6.4039,6.6022,6.8184,7.6212
7.823,7.8686,6.324,7.4232,6.6696,5.0254,5.4874,5.8356,6.912,6.6096,7.8686
7.9771,8.3501,7.2406,7.331,6.5383,5.7641,5.8644,5.82,6.3977,6.8002,8.3501
8.0038,8.4576,7.5641,7.169,6.973,6.5208,5.8639,6.0485,7.0411,7.043,8.4576
8.0822,8.3486,7.4837,7.6222,6.3778,6.2618,6.0931,4.9486,5.2966,6.803,8.3486
8.0155,8.0777,7.9438,7.3654,7.3822,6.8136,6.5669,6.0811,6.6905,6.8374,8.0777
7.9123,8.0443,7.9627,7.4285,7.2571,6.7733,6.8882,3.7596,6.3778,6.8786,8.0443
7.9392,7.9812,7.7686,7.3387,7.3526,6.7848,6.4277,6.1898,6.865,6.7234,7.9812
7.74,7.693,7.1098,7.7388,7.2778,6.4874,6.9929,6.1913,6.5914,6.829,7.693
7.4366,7.0781,6.8374,8.0503,7.019,6.6845,6.5438,3.7138,6.0802,6.8494,7.0781
7.1942,7.1407,7.2382,7.3934,7.1878,6.9612,6.3449,6.277,6.3132,6.6245,7.1407
7.5876,7.8082,7.3464,7.8262,7.1578,6.9823,5.6074,5.5176,6.1111,6.5402,7.8082
7.7873,7.8778,7.6558,7.2768,7.2538,7.2931,6.9526,6.4106,7.0073,6.3307,7.8778
7.6558,7.8626,7.7832,7.4714,7.2115,6.72,6.4961,6.071,6.2174,6.4841,7.8626
7.8151,7.9102,7.513,7.4928,7.2372,6.1889,6.0118,6.0912,7.1786,6.6706,7.9102
7.5014,7.9411,6.7277,7.5641,7.1321,6.4721,5.273,6.1769,6.9607,6.5686,7.9411
7.626,7.9207,7.5554,7.565,7.2238,6.3595,5.731,6.306,7.5706,6.739,7.9207
7.5593,7.8187,7.3891,7.4074,7.3418,7.0992,6.5928,6.3223,6.9734,6.5172,7.8187
7.7602,7.7345,6.4279,7.4069,6.8952,6.3439,6.3125,6.6989,7.7753,6.5431,7.7345
7.6661,7.849,6.75,7.3375,6.3526,5.898,5.6623,6.1025,6.2038,6.6571,7.849
7.5787,7.9114,7.3373,7.5065,6.493,6.2134,5.4782,5.8054,6.3396,6.8114,7.9114
7.9764,8.0386,7.6742,7.4602,7.0075,6.5112,6.6761,5.8387,7.3099,6.6434,8.0386
7.6687,7.889,7.657,7.6786,7.3838,6.5587,7.2538,6.7889,7.4045,6.6559,7.889
7.7422,7.8998,7.6438,7.728,7.3958,7.411,6.3386,6.5318,7.5168,6.4747,7.8998
7.435,7.8631,7.7736,7.3848,7.4501,7.6126,7.1174,6.4783,7.4028,6.3103,7.8631
7.5598,7.8358,7.7914,7.5194,7.5118,7.1837,6.2398,6.4003,7.0675,6.1894,7.8358
7.1765,7.6954,7.6577,7.1897,7.1285,6.6787,7.2655,6.7714,7.242,6.0758,7.6954
7.2814,7.541,7.3858,7.2902,6.5366,7.2276,7.1467,6.7214,7.099,6.186,7.541
7.333,7.5732,6.9979,6.7032,6.7829,6.3905,5.7617,3.7817,6.4908,5.9635,7.5732
7.1839,7.3699,6.354,6.9814,6.7646,6.0806,5.5118,6.4874,6.3372,6.1483,7.3699
7.3651,6.6036,5.8013,7.1261,6.3569,6.5945,6.6698,6.6912,7.6226,6.4565,6.6036
7.2053,5.765,6.9703,7.3109,6.4085,7.1585,6.155,6.1075,6.6034,6.4082,5.765
6.8299,6.9005,7.0766,7.3579,6.8722,6.509,6.8993,6.0144,7.5257,6.4646,6.9005
7.0723,7.2593,6.9636,7.1594,7.1537,7.0901,7.2804,6.2374,7.3044,6.1606,7.2593
7.2533,7.2281,6.7013,7.2886,6.7358,7.0058,7.0222,5.3683,7.5288,6.3091,7.2281
7.1002,7.2703,7.2506,7.0997,6.4301,6.019,5.7041,5.7058,5.9914,6.1313,7.2703
6.9379,7.2938,6.5688,7.2931,6.0725,7.0366,6.9814,5.9359,7.4186,6.4046,7.2938
6.9403,7.0058,7.0174,7.0512,6.6828,7.0042,5.9328,6.553,6.3281,6.1982,7.0058
6.5743,6.6806,6.0953,7.247,6.5844,5.8769,5.9916,5.8846,7.0901,6.2534,6.6806
6.9017,7.0121,6.2914,6.6398,6.5998,6.6636,6.4488,6.4699,6.8002,5.9981,7.0121
6.6816,6.9684,6.1572,6.9067,6.4416,5.623,5.9191,5.339,6.6226,6.0451,6.9684
6.6274,6.9744,5.2591,7.0032,6.199,5.9496,6.0338,6.2904,7.0054,6.1699,6.9744
6.6662,6.8316,5.682,7.0481,6.4498,6.2472,5.7113,6.3806,6.7298,6.2448,6.8316
6.8126,6.6814,6.1315,6.9072,6.2436,6.8717,7.1947,6.0797,7.2881,6.1277,6.6814
6.9091,6.8434,6.691,6.7049,6.0826,5.6549,5.7454,5.5543,6.2059,5.7694,6.8434
6.8474,6.9528,6.4068,7.1822,5.6486,5.8514,6.5597,5.7514,6.6682,5.9611,6.9528
6.7558,6.8825,6.6156,7.0846,5.893,5.2536,6.2148,6.3209,7.2658,6.0418,6.8825
6.635,7.0166,6.6787,7.0253,6.3487,5.8176,5.3078,5.3093,7.237,5.9887,7.0166
6.8808,6.9857,6.8664,6.9146,6.6492,6.3046,6.727,6.2494,7.2257,6.0715,6.9857
6.6127,6.9463,6.7373,7.0267,6.823,6.3725,6.605,6.3626,7.236,5.9117,6.9463
6.5532,6.942,6.8386,7.0781,6.6574,6.0082,5.5661,6.1169,7.1376,5.9626,6.942
6.4505,6.7368,6.721,7.1112,6.5626,6.3593,5.9947,5.7494,7.147,6.0396,6.7368
6.2976,6.6888,6.4097,7.1659,6.4231,6.0418,6.4517,5.5646,7.0961,6.0876,6.6888
6.4769,6.738,6.5966,6.9017,6.0326,6.3149,7.189,5.8339,7.2434,6.037,6.738
6.3929,6.6427,6.0468,6.8371,6.3991,6.4589,7.0457,6.397,7.0596,5.7554,6.6427
6.3972,6.3722,5.6462,6.6146,6.233,6.4534,6.8035,6.2695,7.1988,5.8238,6.3722
6.2299,6.3593,5.3352,6.8376,5.5488,5.0213,5.9873,5.8776,6.0137,6.1068,6.3593
6.3454,6.6062,5.2507,6.8863,6.0494,5.8051,5.3856,3.5376,6.618,5.982,6.6062
6.3137,6.8386,5.7319,6.5834,6.2489,5.3292,6.2503,6.378,7.2034,5.9926,6.8386
6.0454,6.5839,5.921,6.8266,5.2514,5.6088,4.8401,6.2042,6.9768,5.945,6.5839
6.1068,6.5863,5.3525,6.7339,6.3276,6.5837,6.9374,6.0079,7.2773,5.9064,6.5863
6.2426,6.5383,5.9933,6.6046,6.0298,6.5496,6.8059,6.2702,7.2545,5.2822,6.5383
6.1231,6.3062,6.2652,6.6235,5.867,6.4301,6.889,6.4006,7.0289,5.1446,6.3062
5.9218,6.468,6.2477,6.6043,5.9705,5.9966,6.6005,6.0552,6.8599,5.4929,6.468
5.958,6.4754,6.371,6.2414,6.2309,6.6595,6.209,5.7866,7.056,5.6366,6.4754
5.8454,6.2866,6.4178,6.1524,6.5278,6.6094,6.4666,5.9986,7.0855,5.5834,6.2866
5.7694,6.2203,6.0581,6.1728,6.2011,6.2724,6.2839,5.5577,6.8294,5.5606,6.2203
5.838,6.3514,5.9366,6.3607,6.1277,5.5162,5.4442,5.5982,6.4536,5.5308,6.3514
5.7062,6.3197,5.7082,6.4704,5.6057,5.1833,5.5675,5.1662,5.6431,5.2315,6.3197
5.761,6.1229,5.6544,6.0922,5.9335,5.9026,5.9018,5.6134,6.4022,5.0614,6.1229
5.2582,6.2369,5.7612,5.8198,5.9179,5.5332,6.0103,4.7453,6.7625,5.1962,6.2369
5.6383,6.2954,5.9383,6.1601,6.0746,6.0602,6.0461,5.7998,6.6442,4.8646,6.2954
5.5613,6.1778,6.0542,6.001,6.0883,6.2592,6.3456,5.4149,5.9801,4.9877,6.1778
5.4281,6.0122,5.8622,6.1037,5.8711,5.9278,5.088,3.7783,6.0398,5.1233,6.0122
5.4665,5.8056,5.568,5.9914,5.9498,6.4272,6.0511,6.0077,6.2638,5.1007,5.8056
5.4096,5.5589,5.8639,6.1097,5.9347,6.2628,6.3667,5.9539,6.673,5.0681,5.5589
4.981,4.9445,6.03,6.205,6.2054,6.6422,6.7447,6.0502,6.7603,5.2738,4.9445
5.2003,4.6282,5.8272,6.179,6.1363,6.4882,6.7361,6.1447,6.8923,5.4192,4.6282
3.8659,5.262,6.0264,6.12,6.3396,6.7723,6.8647,6.3554,7.0915,5.1962,5.262
4.9205,5.183,5.9731,5.9774,6.2669,6.6197,6.823,6.2047,6.8513,4.9574,5.183
5.1466,5.5327,5.8286,6.0869,6.1087,6.5909,6.7066,6.3749,6.8544,5.093,5.5327
5.1252,5.5363,5.9309,5.9863,6.1142,6.5546,6.769,6.3571,6.8746,4.8924,5.5363
5.3594,5.6086,5.9198,5.9597,6.1313,6.4966,6.6977,6.2431,6.8875,4.9922,5.6086
5.0467,5.3146,5.8697,5.8315,6.0936,6.4807,6.7022,6.1147,6.7452,5.033,5.3146
4.9771,5.7362,5.7569,5.8582,6.0322,6.4836,6.672,6.0886,6.7673,4.8734,5.7362
5.2531,5.6568,5.9158,5.9659,6.0408,6.5462,6.6026,5.8262,6.5986,4.9346,5.6568
4.9658,5.574,5.7605,5.8015,5.983,6.3108,6.4118,5.8094,6.4495,4.9778,5.574
4.8962,5.5898,5.6366,5.729,5.8747,6.3528,6.5292,5.8135,6.498,4.8761,5.5898
4.847,5.5152,5.6614,5.6407,5.8068,6.2083,6.4361,5.8906,6.4555,4.7796,5.5152
4.9529,5.4295,5.7742,5.6959,5.7583,6.1142,6.4786,5.9532,6.7234,4.7047,5.4295
4.8578,5.4679,5.6038,5.5745,5.7062,6.0571,6.2508,6.037,6.7025,4.5924,5.4679
4.7971,5.3983,5.46,5.5997,5.67,5.8901,6.1522,6.0122,6.714,4.625,5.3983
4.4537,5.2915,5.317,5.4538,5.5219,5.5788,5.647,5.9376,6.528,4.4964,5.2915
4.6867,5.237,5.1451,5.3837,5.0297,4.9836,5.7101,5.809,6.3509,3.9833,5.237
4.487,5.1986,5.2212,4.1652,5.3779,5.346,5.7182,5.8855,6.3466,3.8657,5.1986
4.117,3.9432,4.949,5.0153,5.3854,5.7799,5.9381,5.7456,6.1978,4.2574,3.9432
3.8556,3.5412,5.065,5.3273,5.454,5.8632,5.7401,5.4166,5.1586,4.5746,3.5412
3.5966,4.6958,5.3263,5.3006,5.4158,5.8397,6.1529,5.6902,6.2638,4.416,4.6958
4.3234,4.8348,4.8768,5.4502,5.2214,5.8349,6.1356,5.8675,6.4068,4.4609,4.8348
4.3346,5.0414,5.2733,5.3333,5.6066,6.0041,6.2964,5.819,6.3504,4.3166,5.0414
4.4472,4.951,5.3306,5.3635,5.5954,6.0437,6.1416,5.731,6.2942,4.4227,4.951
4.7309,4.8955,5.2457,5.2212,5.4924,6.0185,6.1296,5.6844,6.3185,3.9305,4.8955
4.439,4.9452,5.2301,5.1972,5.4173,5.7451,5.7134,5.7166,6.2304,4.2653,4.9452
4.4006,4.9435,5.209,5.1139,5.2642,5.3515,5.6662,5.5889,6.1018,4.2552,4.9435
4.6169,4.9718,5.2116,5.0393,5.2769,5.2469,5.2495,4.6956,5.9688,4.2247,4.9718
4.7503,4.8754,5.0126,5.063,5.0962,5.1374,5.5896,5.2742,6.0833,3.9878,4.8754
4.3032,4.8888,4.9651,4.8372,5.2366,5.4012,5.8735,5.3626,5.9119,4.2077,4.8888
4.3898,4.746,4.9958,4.9015,5.1504,5.5298,5.8651,5.5068,6.107,4.0234,4.746
4.5233,4.1549,4.2854,4.8967,4.9051,5.425,5.9441,5.5404,6.1265,3.8071,4.1549
3.9314,1.494,1.5456,4.9198,1.1318,5.2099,5.9959,5.5246,6.1126,3.775,1.494
2.5169,2.2092,3.7058,4.8293,2.0983,5.1202,5.8493,5.4547,6.065,4.1249,2.2092
1.5864,4.4453,4.8542,4.7849,3.8599,5.2358,5.8342,5.4259,5.9261,4.1362,4.4453
3.9588,4.3934,5.071,4.4467,5.0602,5.2104,5.4934,5.4446,5.8092,3.7608,4.3934
3.2182,4.3596,4.8962,4.5727,5.1341,5.2915,5.3813,5.0234,5.8094,3.7747,4.3596
4.0178,4.6116,4.7947,4.6301,4.9723,5.1343,5.1845,5.0076,5.7989,3.8441,4.6116
3.9792,4.5362,5.0335,4.2974,5.0364,4.8864,5.3611,4.7244,5.8171,3.9538,4.5362
3.6643,4.4066,4.9164,4.3711,4.7717,4.7832,5.2999,5.3839,5.7434,2.2421,4.4066
3.1085,3.9391,4.8504,4.3735,4.7858,5.2776,5.6974,5.3227,5.8104,3.5126,3.9391
3.786,4.537,5.0282,4.4666,4.9627,5.2682,5.5598,5.2265,5.6911,3.7162,4.537
3.9787,4.5998,4.7297,4.422,5.0016,5.3138,5.5402,5.0779,5.8668,3.433,4.5998
3.9629,4.379,4.6426,4.3507,4.8953,5.4036,5.6549,5.0966,5.4742,3.7502,4.379
3.4877,4.4846,4.627,4.733,4.8631,5.2944,5.3458,5.0213,5.4446,3.8491,4.4846
3.8074,4.4208,4.6056,4.6229,4.8019,5.1382,5.2627,4.8895,5.4319,3.8388,4.4208
3.9898,4.309,4.4549,4.5065,4.7182,5.1778,5.1533,5.0892,5.5606,3.618,4.309
3.7932,4.3764,4.6133,4.4616,4.8384,5.2829,5.5769,5.2651,5.7192,3.797,4.3764
3.7711,4.2974,4.6702,4.7318,4.9807,5.3206,5.5716,5.2781,5.6033,3.7694,4.2974
3.9178,4.1707,4.7225,4.8038,4.9178,5.345,5.4228,5.2046,5.7262,3.9163,4.1707
3.1342,4.1465,4.7515,4.6584,4.9608,5.3513,5.5934,5.1552,5.8094,3.7608,4.1465
3.9178,4.171,4.6246,4.2142,4.8079,5.1926,5.4679,5.1869,5.802,3.6336,4.171
4.0025,3.9218,4.5307,4.2192,4.7357,5.281,5.466,4.9018,5.76,3.4068,3.9218
3.3571,4.2818,4.6106,4.6068,4.7904,5.2886,5.2483,5.1257,5.6746,3.7454,4.2818
2.9388,3.3036,4.4904,4.6915,4.6889,5.2154,5.5514,5.1223,5.5279,3.9826,3.3036
3.8482,4.1294,4.3548,4.6198,4.603,5.1862,5.4034,5.1058,5.6318,3.773,4.1294
3.1884,3.089,4.4642,4.4486,4.6706,5.3167,5.5894,5.0184,5.7132,3.7147,3.089
2.5562,4.0214,3.5918,4.5614,4.0742,5.2351,5.5414,5.0321,5.7002,3.5892,4.0214
3.8273,4.0584,4.3267,4.3373,4.4268,5.0275,5.4926,4.937,5.7314,3.2443,4.0584
3.3257,3.569,4.0392,4.1954,4.7093,5.3201,5.4905,4.8396,5.5858,3.5894,3.569
3.522,3.2659,4.2845,4.4882,4.4232,5.059,5.3434,5.1562,5.4936,3.4795,3.2659
3.5174,2.7329,4.2638,4.4225,4.505,5.1305,5.4578,5.2277,5.4187,3.6367,2.7329
2.7012,2.7377,4.2466,4.4172,4.6798,5.1458,5.3129,5.1662,5.4902,3.6473,2.7377
2.3582,3.1169,4.469,4.5295,4.5485,5.1271,5.4823,5.2272,5.6719,3.1387,3.1169
3.4308,3.5959,1.5192,3.3449,3.8165,4.8598,5.3794,5.0666,5.5078,2.9489,3.5959
2.677,3.8654,3.3907,4.2089,3.4046,4.6819,5.1511,5.0928,5.4367,3.4534,3.8654
2.9059,2.7374,2.6846,3.528,3.2882,4.4232,5.4048,5.0666,5.6412,3.3487,2.7374
3.769,3.9449,2.4425,3.8592,3.5957,4.907,5.3964,5.1492,5.6825,2.9851,3.9449
3.6814,4.1515,3.1111,3.6586,3.2148,4.4251,5.177,4.9934,5.4674,2.7074,4.1515
3.361,3.6864,2.8663,3.4714,3.5575,4.4674,4.8804,4.7892,5.4953,2.94,3.6864
3.7824,4.1201,4.6596,3.9396,4.5586,4.3114,4.716,4.5379,5.3858,3.0979,4.1201
3.8486,4.1472,3.8182,3.9526,4.2998,4.5538,4.8355,4.5125,5.3736,2.9657,4.1472
3.5474,3.8489,4.2079,4.0819,3.7682,4.4405,5.1593,4.8029,5.2812,3.2345,3.8489
3.0924,4.0939,3.5443,3.7838,3.6002,4.3282,4.613,4.6661,5.0818,3.1133,4.0939
3.6475,4.0639,3.3938,3.1063,4.0478,4.4578,5.2553,4.9411,5.4077,1.9253,4.0639
3.5155,4.0474,3.1771,2.6798,3.9802,4.0013,4.8826,4.459,5.3434,1.2634,4.0474
3.7884,3.9401,3.1279,3.0031,3.8006,4.5158,5.1684,4.783,5.4182,3.3842,3.9401
2.4046,2.3813,0.8546,3.6718,2.2894,3.7817,5.0014,4.7172,5.1982,3.3624,2.3813
3.313,3.8566,3.3394,1.4148,3.5933,2.1641,3.5148,3.9504,3.4978,1.3505,3.8566
2.4358,3.4735,4.7882,3.2273,4.6397,4.0109,3.192,4.1683,4.1993,2.4002,3.4735
2.6779,2.9664,4.8103,2.3522,4.8838,3.9902,4.1474,4.5931,5.0818,2.7281,2.9664
1.513,2.305,4.1078,1.9378,3.8347,2.795,4.3447,4.5521,4.7582,1.5151,2.305
1.5566,3.5496,3.8412,3.2714,4.7297,4.4004,2.4209,3.2294,2.7194,2.1768,3.5496
2.2694,3.4615,4.5276,4.4539,5.004,4.8946,3.5215,2.1523,2.9878,3.2083,3.4615
4.0322,4.3567,4.7654,4.7414,5.1113,4.308,3.433,3.402,3.846,3.5059,4.3567
3.9209,4.422,4.7026,4.9925,4.9078,4.7299,4.8377,3.6293,5.0266,3.319,4.422
3.9557,4.4366,4.434,4.9282,4.2833,4.4198,4.4316,4.027,5.0902,3.5678,4.4366
4.0056,4.2485,3.5446,4.0704,3.7406,4.3507,4.9392,3.9355,5.2831,3.7663,4.2485
3.8549,4.1856,3.5722,4.6526,4.2125,4.8598,5.1893,4.9274,5.364,3.8323,4.1856
3.4253,3.4656,4.5816,4.5883,4.8115,5.0071,4.7933,4.4438,5.4377,3.9295,3.4656
1.1537,3.1704,1.9668,4.5857,3.9871,4.6762,5.2534,4.8084,5.4792,3.9895,3.1704
3.8914,4.4662,3.6684,3.6355,3.3785,4.189,5.0587,4.4378,5.3892,3.4462,4.4662
3.9497,3.9763,4.1477,4.5804,4.1246,4.7666,5.1379,4.7779,5.5032,3.8851,3.9763
3.1342,4.0142,4.2242,4.6846,4.4477,5.0239,5.4247,4.6464,5.5973,4.0524,4.0142
4.1026,4.5257,2.8267,3.4675,2.4708,5.0352,5.5997,5.16,5.7086,2.4506,4.5257
4.1628,4.5737,4.7818,2.8416,2.6388,3.8496,5.154,4.3805,5.706,1.3092,4.5737
4.1057,4.5242,5.1142,4.7158,4.9164,3.804,4.3164,4.9394,5.6767,2.796,4.5242
2.6861,1.9752,4.2643,4.5094,4.6474,4.0622,4.6176,3.8388,5.4638,3.0588,1.9752
4.3106,4.4261,4.9133,1.699,4.921,4.1926,3.5755,3.9384,5.2378,0.7577,4.4261
4.2523,4.6145,5.1756,3.2839,5.2783,4.6217,4.8746,4.7899,4.5773,2.9369,4.6145
3.9185,4.6596,5.3066,4.3054,5.4178,5.1758,5.441,5.041,5.2337,3.2412,4.6596
4.6524,4.8876,4.8499,5.0522,5.2042,5.2066,5.1734,5.0698,2.0652,2.7835,4.8876
4.5811,4.8278,4.427,4.746,4.4904,4.7518,4.9613,5.0378,4.5341,3.7675,4.8278
4.392,4.8792,4.8192,4.693,4.2926,5.285,5.4353,4.7311,5.1048,4.2578,4.8792
4.441,4.8638,5.3359,4.8094,5.2872,5.5966,5.7984,5.4038,5.6822,4.2852,4.8638
4.4186,4.9582,5.1197,4.7633,5.2874,5.7026,5.7962,5.2913,5.8356,4.1141,4.9582
4.4993,4.7959,5.1912,4.902,5.3126,5.5668,5.8872,5.4046,6.0785,4.1146,4.7959
3.6151,4.848,5.3712,4.9752,5.3916,5.0508,5.772,4.8809,5.8322,4.0625,4.848
4.6848,5.027,4.4402,4.1808,4.8998,5.0707,5.6328,4.7597,5.8814,2.7922,5.027
4.542,5.0422,5.184,4.4023,3.9588,4.7148,5.2241,5.227,5.9436,2.9177,5.0422
4.4174,4.9961,5.3614,4.1186,5.1372,4.4016,5.6594,5.6746,5.9981,3.6946,4.9961
2.7314,4.9001,5.2037,4.8149,2.8908,4.6258,5.5402,5.4336,6.0845,3.4303,4.9001
4.3769,4.7719,5.7653,4.6346,5.5003,5.1924,5.6638,5.3664,6.1553,3.4651,4.7719
4.7928,5.2457,4.6994,5.0909,5.2642,5.5294,5.49,5.6038,5.7319,4.1174,5.2457
3.8004,4.747,4.7258,5.2486,5.3467,5.5135,5.533,5.0851,5.3911,4.4945,4.747
3.8294,4.1767,5.3647,5.292,3.0624,5.0628,5.605,5.7946,6.1116,4.5307,4.1767
4.1609,4.6519,5.767,5.0386,5.975,5.3726,5.7197,5.5126,5.9798,3.5844,4.6519
4.3915,5.3146,5.4996,5.4257,5.7324,5.826,5.2716,3.75,5.6112,4.397,5.3146
4.8576,5.3765,5.279,5.3563,5.4876,5.4593,5.3604,5.436,5.6213,4.44,5.3765
4.8554,5.443,5.1878,5.6767,4.7335,4.296,5.4478,5.4902,5.8627,4.673,5.443
4.5821,5.4454,5.1264,5.7278,5.1086,5.0218,5.8495,5.5577,6.2244,4.9999,5.4454
5.0093,5.3875,5.5008,5.5639,4.5948,5.3489,5.5766,5.3249,6.2458,4.961,5.3875
4.2005,5.5018,6.0062,5.5582,5.2625,5.6702,5.9489,4.8058,6.4406,4.693,5.5018
4.9198,5.647,5.987,4.8384,5.7079,5.3995,5.7475,5.1962,6.2983,2.4986,5.647
5.4317,5.7782,5.8937,5.862,5.7463,6.0874,5.9952,5.2078,6.2808,4.3879,5.7782
5.4134,5.7614,5.9429,6.1481,5.9815,6.1634,5.9822,5.8546,6.317,4.9318,5.7614
5.359,5.7406,5.9038,6.0994,5.8032,6.053,5.9832,5.6508,6.5556,5.1182,5.7406
5.3196,5.7007,6.1255,5.8042,5.999,6.055,6.1915,5.8082,6.5275,5.0539,5.7007
4.0524,3.7786,5.8135,5.8366,5.9623,6.1642,6.323,6.054,6.5258,5.0702,3.7786
3.0607,3.5458,5.9261,5.6474,5.2039,6.072,6.2292,5.9772,6.5952,4.8415,3.5458
3.815,3.4344,5.0429,5.5867,3.0307,4.9853,5.747,5.8817,6.4975,4.8934,3.4344
3.2129,5.4799,5.4235,5.2054,6.3797,5.7502,5.8598,4.7834,6.4925,3.4793,5.4799
5.4684,5.6136,6.241,6.1574,6.5796,6.6228,6.3636,5.5726,6.414,4.399,5.6136
5.4734,5.8308,6.1102,6.3245,6.1003,6.4498,6.2326,5.575,5.9462,4.9109,5.8308
5.4062,5.9105,4.9481,6.2225,5.893,6.137,6.1082,5.7175,6.3742,5.508,5.9105
4.8494,5.6489,5.2723,6.0598,5.2879,5.965,6.1716,5.6323,6.6065,5.2502,5.6489
5.7689,6.0211,5.9443,5.3527,5.5358,5.9009,6.1973,5.8632,6.6475,5.2272,6.0211
5.8418,6.0574,6.6326,5.8634,6.3739,6.1541,5.9806,5.5236,6.3655,4.9162,6.0574
5.7168,6.0475,6.4147,5.6057,6.6564,6.4406,5.8865,5.2975,6.3775,4.8686,6.0475
5.8409,6.2798,6.017,5.9369,6.2182,6.4723,6.3898,5.8517,6.5352,5.5399,6.2798
5.4475,6.2371,6.0866,6.1313,6.0144,6.2818,6.0842,6.0348,6.6259,5.7197,6.2371
4.8031,5.6726,6.0334,6.2338,6.1152,6.2146,6.3209,6.4025,6.8573,5.405,5.6726
4.189,4.7515,5.6098,6.5042,6.3233,6.6161,6.9235,6.5539,7.1753,5.2826,4.7515
6.0113,6.0427,5.711,4.6219,5.9419,6.6293,6.7877,6.5621,7.1839,3.4714,6.0427
5.7098,5.6482,5.4821,4.6313,6.181,6.349,6.4433,6.3761,7.0325,2.6918,5.6482
4.776,4.8682,5.4886,5.4242,5.6467,5.8296,6.4793,6.6763,7.0447,4.5768,4.8682
5.8786,6.0259,5.9741,5.2294,6.4229,6.7982,7.0169,6.7325,7.0939,3.9355,6.0259
4.339,3.7152,6.4579,5.9458,6.5549,6.7925,6.8287,6.5566,7.2533,3.5383,3.7152
5.6093,5.7564,6.2914,5.6366,6.367,6.8513,7.1582,6.7178,7.1849,5.1514,5.7564
5.7826,6.3898,6.2815,6.4025,6.6173,7.1198,7.26,6.8045,7.3644,5.3218,6.3898
6.0432,6.0758,6.0235,5.8284,6.4025,7.1266,7.1083,6.5712,7.2636,4.5931,6.0758
4.9454,5.8075,6.4505,6.3922,6.4188,6.887,7.1926,6.5117,7.1525,4.9987,5.8075
6.3389,6.7997,6.3461,6.4152,6.5542,6.8887,7.1705,6.623,7.4551,5.3033,6.7997
5.9904,6.6235,6.6883,6.4606,6.479,6.6216,6.3878,5.7382,7.1945,5.6575,6.6235
5.6426,6.402,7.1522,6.6372,6.6799,6.4668,6.5474,6.3072,7.3116,5.7631,6.402
6.9811,7.3042,7.2838,5.7756,5.5147,5.7838,5.725,5.8315,7.0766,4.7563,7.3042
6.9113,7.0505,7.2439,6.1073,6.4178,5.6417,5.3184,4.871,5.0484,4.1462,7.0505
6.4356,7.1239,6.661,6.5506,5.6815,5.6306,6.3307,5.4346,6.0566,5.831,7.1239
6.2414,7.0469,6.4214,7.0356,5.7497,6.0902,6.341,5.9323,6.1486,6.0384,7.0469
5.2483,5.8286,5.25,6.8858,5.287,5.6782,6.1265,5.4847,6.6703,5.8702,5.8286
5.3909,6.2899,7.0303,5.875,6.8842,6.6041,6.3437,5.8572,5.5226,4.8362,6.2899
6.4418,6.9974,6.9206,6.6166,6.9967,7.1539,6.9235,6.3298,6.889,5.5884,6.9974
6.5834,7.1906,6.7202,6.4918,6.8033,7.0474,6.533,6.3346,6.7608,5.6659,7.1906
6.7949,7.3613,7.4282,6.7452,7.121,7.4227,7.3068,6.5738,7.3363,5.6057,7.3613
6.0533,7.1959,7.6726,6.4073,7.3229,7.4712,7.229,6.252,7.0471,4.9752,7.1959
7.0322,7.3882,7.5461,6.6413,7.5574,7.6642,7.0474,5.3878,7.1227,5.4293,7.3882
7.2245,7.5698,6.7795,6.5962,6.6626,6.9718,7.1681,6.5424,7.104,5.1732,7.5698
7.1698,7.2365,5.9551,6.6494,5.9712,6.779,7.1774,6.5957,6.9403,5.3904,7.2365
7.3817,6.1694,5.4535,6.8525,6.4582,7.1892,7.1832,6.649,6.7865,5.4331,6.1694
